Scope,Class
 COR - APT_P_CP Measurement described as PORT WING BALLAST BUFFER TANK F1 located at CLV/FPSOH/HSG/STRUC/HU-TR-8631F1,Corrosion Monitoring
 COR - APT_P_CP Measurement described as PORT WING BALLAST BUFFER TANK F2 located at CLV/FPSOH/HSG/STRUC/HU-TR-8631F2,Corrosion Monitoring
 COR - APT_P_CP Measurement described as STARBOARD WING BALLAST BUFFER TANK A1 located at CLV/FPSOH/HSG/STRUC/HU-TR-8632A1,Corrosion Monitoring
 COR - APT_P_CP Measurement described as STARBOARD WING BALLAST BUFFER TANK A2 located at CLV/FPSOH/HSG/STRUC/HU-TR-8632A2,Corrosion Monitoring
 COR - APT_P_CP Measurement described as PORT WING BALLAST BUFFER TANK A1 located at CLV/FPSOH/HSG/STRUC/HU-TR-8631A1,Corrosion Monitoring
 COR - APT_P_CP Measurement described as PORT WING BALLAST BUFFER TANK A2 located at CLV/FPSOH/HSG/STRUC/HU-TR-8631A2,Corrosion Monitoring
 COR - APT_P_CP Measurement described as STARBOARD WING BALLAST BUFFER TANK B located at CLV/FPSOH/HSG/STRUC/HU-TR-8632B,Corrosion Monitoring
 COR - APT_P_CP Measurement described as STARBOARD WING BALLAST BUFFER TANK C located at CLV/FPSOH/HSG/STRUC/HU-TR-8632C,Corrosion Monitoring
 COR - APT_P_CP Measurement described as STARBOARD WING BALLAST BUFFER TANK D located at CLV/FPSOH/HSG/STRUC/HU-TR-8632D,Corrosion Monitoring
 COR - APT_P_CP Measurement described as STARBOARD WING BALLAST BUFFER TANK E located at CLV/FPSOH/HSG/STRUC/HU-TR-8632E,Corrosion Monitoring
 COR - APT_P_CP Measurement described as STARBOARD WING BALLAST BUFFER TANK F1 located at CLV/FPSOH/HSG/STRUC/HU-TR-8632F1,Corrosion Monitoring
 COR - APT_P_CP Measurement described as STARBOARD WING BALLAST BUFFER TANK F2 located at CLV/FPSOH/HSG/STRUC/HU-TR-8632F2,Corrosion Monitoring
 COR - APT_P_CP Measurement described as AFT PORT BALLAST WATER TANK located at CLV/FPSOH/HSG/STRUC/HU-TR-8621,Corrosion Monitoring
 COR - APT_P_CP Measurement described as AFT CENTRAL BALLAST WATER TANK located at CLV/FPSOH/HSG/STRUC/HU-TR-8622,Corrosion Monitoring
 COR - APT_P_CP Measurement described as AFT STARBOARD BALLAST WATER TANK located at CLV/FPSOH/HSG/STRUC/HU-TR-8623,Corrosion Monitoring
 COR - APT_P_CP Measurement described as FORWARD PORT BALLAST WATER TANK located at CLV/FPSOH/HSG/STRUC/HU-TR-8626,Corrosion Monitoring
 COR - APT_P_CP Measurement described as ULTRA FILTRATION BACKWASH TANK located at CLV/FPSOT/WAT/WFLT /TO-TZ-5120,Corrosion Monitoring
 COR - APT_P_CP Measurement described as FORWARD CENTRAL BALLAST WATER TANK located at CLV/FPSOH/HSG/STRUC/HU-TR-8627,Corrosion Monitoring
 COR - APT_P_CP Measurement described as FORWARD STARBORD BALLAST WATER TANK located at CLV/FPSOH/HSG/STRUC/HU-TR-8628,Corrosion Monitoring
 COR - APT_P_CP Measurement described as PORT MAIN BUFFER TANK located at CLV/FPSOH/HSG/STRUC/HU-TR-8629,Corrosion Monitoring
 COR - APT_P_CP Measurement described as STARBOARD MAIN BUFFER TANK located at CLV/FPSOH/HSG/STRUC/HU-TR-8630,Corrosion Monitoring
 CLOV - hull potential measurement described as Cathodic protection located at CLV/FPSOH/HSG/CATPR,Corrosion Monitoring
" Internal & External inspection described as FLAME ARRESTOR, VENT SLP_S, HU-TR-2750B located at CLV/FPSOH/OIL/OWAT /TO-V-35682",Flame Arrestor
" Internal & External inspection described as FLAME ARRESTOR, EXHAUST DIESEL ENG FWP A located at CLV/FPSOH/CRS/FWAT /TO-FA-0110A1",Flame Arrestor
" Internal & External inspection described as FLAME ARRESTOR, EXHAUST DIESEL ENG FWP B located at CLV/FPSOH/CRS/FWAT /TO-FA-0110B2",Flame Arrestor
" Internal & External inspection described as FLAME ARRESTOR, EXHAUST DIESEL ENG FWP C located at CLV/FPSOH/CRS/FWAT /TO-FA-0110C1",Flame Arrestor
" Internal & External inspection described as FLAME ARRESTOR, EXHAUST DIESEL ENG FWP C located at CLV/FPSOH/CRS/FWAT /TO-FA-0110C2",Flame Arrestor
" Internal & External inspection described as FLAME ARRESTOR, EXHAUST DIESEL ENG FWP D located at CLV/FPSOH/CRS/FWAT /TO-FA-0110D1",Flame Arrestor
" Internal & External inspection described as FLAME ARRESTOR, EXHAUST DIESEL ENG FWP D located at CLV/FPSOH/CRS/FWAT /TO-FA-0110D2",Flame Arrestor
 Internal & External inspection described as EsD ENGINE A START SYSTEM FLAME ARRESTOR located at CLV/FPSOH/CRS/EPWG /HU-FA-0509A,Flame Arrestor
 Internal & External inspection described as EsD ENGINE B START SYSTEM FLAME ARRESTOR located at CLV/FPSOH/CRS/EPWG /HU-FA-0509B,Flame Arrestor
" Internal & External inspection described as FLAME ARRESTOR, VENT COT_7S, HU-TR-2427 located at CLV/FPSOH/OIL/STORE/TO-V-35695",Flame Arrestor
" Internal & External inspection described as FLAME ARRESTOR, VENT CST_S, HU-TR-2140B located at CLV/FPSOH/OIL/STAB /TO-V-35705",Flame Arrestor
" Internal & External inspection described as FLAME ARRESTOR, VENT COT_1C, HU-TR-2401 located at CLV/FPSOH/OIL/STORE/TO-V-35680",Flame Arrestor
" Internal & External inspection described as FLAME ARRESTOR, EXHAUST DIESEL ENG FWP A located at CLV/FPSOH/CRS/FWAT /TO-FA-0110A2",Flame Arrestor
" Internal & External inspection described as FLAME ARRESTOR, EXHAUST DIESEL ENG FWP B located at CLV/FPSOH/CRS/FWAT /TO-FA-0110B1",Flame Arrestor
" Internal & External inspection described as FLAME ARRESTOR, ACID TANK VENT located at CLV/FPSOT/GAS/FLARE/TO-V-30178",Flame Arrestor
 CLV/FPSOT/JA7830A - 60 MO Inspection described as PEDESTAL CRANE located at CLV/FPSOT/COF/LIFT /TO-JA-7830A,Lifting
 CLV/FPSOH/JE0202B - 12 MO Inspection described as FREE FALL LIFEBOAT DAVIT (NO2) located at CLV/FPSOH/CRS/SAFE /HU-JE-0202B,Lifting
 CLV/FPSOH/JE0202C - 12 MO Inspection described as FREE FALL LIFEBOAT DAVIT (NO3) located at CLV/FPSOH/CRS/SAFE /HU-JE-0202C,Lifting
 CLV/FPSOH/JE0202D - 12 MO Inspection described as FREE FALL LIFEBOAT DAVIT (NO4) located at CLV/FPSOH/CRS/SAFE /HU-JE-0202D,Lifting
 CLV/FPSOH/JE0202E - 12 MO Inspection described as FREE FALL LIFEBOAT DAVIT (NO5) located at CLV/FPSOH/CRS/SAFE /HU-JE-0202E,Lifting
 CLV/FPSOH/JE0202F - 12 MO Inspection described as FREE FALL LIFEBOAT DAVIT (NO6-FWD) located at CLV/FPSOH/CRS/SAFE /HU-JE-0202F,Lifting
 CLV/FPSOH/JE0202A - 12 MO Inspection described as FREE FALL LIFEBOAT DAVIT (NO1) located at CLV/FPSOH/CRS/SAFE /HU-JE-0202A,Lifting
 CLV/FPSOT/JA7830B - 60 MO Inspection described as PEDESTAL CRANE located at CLV/FPSOT/COF/LIFT /TO-JA-7830B,Lifting
 CLV/FPSOT/JA7830B - 6 MO Inspection described as PEDESTAL CRANE located at CLV/FPSOT/COF/LIFT /TO-JA-7830B,Lifting
 CLV/FPSOH/JZ7892 - 6 MO Inspection described as BOW CRANE (12TONX20M RADIUS) located at CLV/FPSOH/COF/LIFT /HU-JZ-7892,Lifting
 CLV/FPSOH/JZ7892 - 6 MO Inspection described as BOW CRANE (12TONX20M RADIUS) located at CLV/FPSOH/COF/LIFT /HU-JZ-7892,Lifting
 CLV/FPSOT/JA7830A - 6 MO Inspection described as PEDESTAL CRANE located at CLV/FPSOT/COF/LIFT /TO-JA-7830A,Lifting
 CLV/FPSOT/JA7830B - 6 MO Inspection described as PEDESTAL CRANE located at CLV/FPSOT/COF/LIFT /TO-JA-7830B,Lifting
 CLV/FPSOH/JZ7892 - 6 MO Inspection described as BOW CRANE (12TONX20M RADIUS) located at CLV/FPSOH/COF/LIFT /HU-JZ-7892,Lifting
 VIE described as BUOY-DECK located at CLV/BUOY /HSG/STRUC/DECK,FU Items
 CLV/BUOY /HAWSER - 12 MO Inspection described as BUOY HAWSER SYSTEM located at CLV/BUOY /HSG/STRUC/OB-HAWSER,FU Items
 Internal & external inspection + NDT described as STARBOARD WING BALLAST BUFFER TANK C located at CLV/FPSOH/HSG/STRUC/HU-TR-8632C,FU Items
 Internal & external inspection + NDT described as NO5 CENTER CARGO TANK located at CLV/FPSOH/OIL/STORE/HU-TR-2405,FU Items
 Visual Inspection described as BUOY COMPARTMENT located at CLV/BUOY /HSG/STRUC/COMP C4,FU Items
 Internal & external inspection + NDT described as NO1 PORT CARGO TANK located at CLV/FPSOH/OIL/STORE/HU-TR-2411,FU Items
 Internal & external inspection + NDT described as NO3 CENTER CARGO TANK located at CLV/FPSOH/OIL/STORE/HU-TR-2403,FU Items
 Internal & external inspection + NDT described as METHANOL STORAGE TANK B located at CLV/FPSOH/COF/CHEM /HU-TR-7550B,FU Items
 Internal & external inspection + NDT described as NO6 CENTER CARGO TANK located at CLV/FPSOH/OIL/STORE/HU-TR-2406,FU Items
 VIE External inspection described as RISER BALCONY PORTSIDE located at CLV/FPSOT/HSG/STRUC/RISER-BALCONY-PS,FU Items
 Insp. CLV/BUOY/OB-JZ-8660B_Buoy Side described as BUOY MOORING HAWSER ASSEMBLY located at CLV/BUOY /HSG/STRUC/OB-JZ-8660B,FU Items
 CLV/BUOY/OB-JZ-8660A_Tanker Side described as BUOY MOORING HAWSER ASSEMBLY located at CLV/BUOY /HSG/STRUC/OB-JZ-8660A,FU Items
 Hawser hook weaer measurement described as BUOY QUICK RELEASE HOOK A located at CLV/BUOY /HSG/STRUC/OB-JL-8660A,FU Items
 Internal & external inspection + NDT described as STARBOARD CONTINUOUS SETTLING TANK located at CLV/FPSOH/OIL/STAB /HU-TR-2140B,FU Items
 Internal & external inspection + NDT described as STARBOARD SLOP TANK located at CLV/FPSOH/OIL/OWAT /HU-TR-2750B,FU Items
 Visual Inspection described as BUOY COMPARTMENT located at CLV/BUOY /HSG/STRUC/COMP C6,FU Items
 Visual Inspection described as BUOY COMPARTMENT located at CLV/BUOY /HSG/STRUC/COMP C7,FU Items
 Visual Inspection described as BUOY COMPARTMENT located at CLV/BUOY /HSG/STRUC/COMP C12,FU Items
 Visual Inspection described as BUOY COMPARTMENT located at CLV/BUOY /HSG/STRUC/COMP C11,FU Items
 Internal & external inspection + NDT described as PORT WING BALLAST BUFFER TANK E located at CLV/FPSOH/HSG/STRUC/HU-TR-8631E,FU Items
 Internal & external inspection + NDT described as MOORING DEVICES located at CLV/FPSOH/HSG/STRUC/HU-MOORING,FU Items
 Internal & external inspection + NDT described as FPSO HULL located at CLV/FPSOH/HSG/STRUC/HULL,FU Items
 Internal & external inspection + NDT described as NO7 PORT CARGO TANK located at CLV/FPSOH/OIL/STORE/HU-TR-2417,FU Items
 Internal & external inspection + NDT described as NO7 CENTER CARGO TANK located at CLV/FPSOH/OIL/STORE/HU-TR-2407,FU Items
 Internal & external inspection + NDT described as PORT WING BALLAST BUFFER TANK B located at CLV/FPSOH/HSG/STRUC/HU-TR-8631B,FU Items
 Internal & external inspection + NDT described as GREY WATER TANK located at CLV/FPSOH/HSG/ACCOM/HU-TZ-8221,FU Items
 Internal & external inspection + NDT described as STARBOARD WING BALLAST BUFFER TANK B located at CLV/FPSOH/HSG/STRUC/HU-TR-8632B,FU Items
 Internal & external inspection + NDT described as BUOY HULL located at CLV/BUOY /HSG/STRUC/HULL,FU Items
 Internal & external inspection + NDT described as STARBOARD WING BALLAST BUFFER TANK F2 located at CLV/FPSOH/HSG/STRUC/HU-TR-8632F2,FU Items
 AFTER MOORING PLATFORM PORT SIDE described as AFTER MOORING PLATFORM PORT SIDE located at CLV/FPSOH/HSG/STRUC/HU-AFT-MOOR-PLAT-PS,FU Items
 AFTER MOORING PLATFORM STARBORDSIDE described as AFTER MOORING PLATFORM STARBORD SIDE located at CLV/FPSOH/HSG/STRUC/HU-AFT-MOOR-PLAT-SB,FU Items
 Visual Inspection described as BUOY COMPARTMENT located at CLV/BUOY /HSG/STRUC/COMP B3,FU Items
 Visual Inspection described as BUOY COMPARTMENT located at CLV/BUOY /HSG/STRUC/COMP B4,FU Items
 Visual Inspection described as BUOY COMPARTMENT located at CLV/BUOY /HSG/STRUC/COMP B6,FU Items
 Visual Inspection described as BUOY TURNTABLE located at CLV/BUOY /HSG/STRUC/TURNTABLE,FU Items
 FORWARD MOORING PLATFORM STARBORD described as FORWARD MOORING PLATFORM PORT SIDE located at CLV/FPSOH/HSG/STRUC/HU-FWD-MOOR-PLAT- PS,FU Items
 FORWARD MOORING PLATFORM STARBORD described as FORWARD MOORING PLATFORM STARBORD SIDE located at CLV/FPSOH/HSG/STRUC/HU-FWD-MOOR-PLAT-SB,FU Items
 Insp. CLV/BUOY/OB-JZ-8660B_Buoy Side described as BUOY MOORING HAWSER ASSEMBLY located at CLV/BUOY /HSG/STRUC/OB-JZ-8660B,FU Items
 Hawser hook weaer measurement described as BUOY QUICK RELEASE HOOK B located at CLV/BUOY /HSG/STRUC/OB-JL-8660B,FU Items
 Visual Inspection described as BUOY COMPARTMENT located at CLV/BUOY /HSG/STRUC/COMP B2,FU Items
 Internal & external inspection + NDT described as FPSO DECK located at CLV/FPSOH/HSG/STRUC/HULL_DECK,FU Items
 CLV/BUOY/OB-JZ-8660A_Buoy Side described as BUOY MOORING HAWSER ASSEMBLY located at CLV/BUOY /HSG/STRUC/OB-JZ-8660A,FU Items
 VIE+UTC described as OOL MAIN WINCH HPU HYDRAULIC TANK located at CLV/BUOY /CRS/AIR  /EX-TZ-0761,Non Structural Tank
 VII described as F.W. PUMP A FUEL DAY TANK located at CLV/FPSOH/CRS/FWAT /HU-TA-0110A,Non Structural Tank
 VII described as F.W. PUMP D FUEL DAY TANK located at CLV/FPSOH/CRS/FWAT /HU-TA-0110D,Non Structural Tank
 VIE described as HYDRAULIC OIL TANK located at CLV/FPSOH/CRS/FWAT /HU-TZ-0110A2,Non Structural Tank
 VIE described as HYDRAULIC OIL START SYSTEM TANK located at CLV/FPSOH/CRS/FWAT /HU-TZ-0110A4,Non Structural Tank
 VIE+UTC described as HYDRAULIC OIL TANK located at CLV/FPSOH/CRS/FWAT /HU-TZ-0110B2,Non Structural Tank
 VIE+UTC described as HYDRAULIC OIL START SYSTEM TANK located at CLV/FPSOH/CRS/FWAT /HU-TZ-0110B4,Non Structural Tank
 VIE described as HYDRAULIC OIL TANK located at CLV/FPSOH/CRS/FWAT /HU-TZ-0110C2,Non Structural Tank
 VIE described as HYDRAULIC OIL START SYSTEM TANK located at CLV/FPSOH/CRS/FWAT /HU-TZ-0110C4,Non Structural Tank
 VIE described as HYDRAULIC OIL TANK located at CLV/FPSOH/CRS/FWAT /HU-TZ-0110D2,Non Structural Tank
 VIE described as HYDRAULIC OIL START SYSTEM TANK located at CLV/FPSOH/CRS/FWAT /HU-TZ-0110D4,Non Structural Tank
 VIE+NDT described as REVERSE DEMULSIFIER STORAGE TANK located at CLV/FPSOT/COF/CHEM /TO-TZ-7503,Non Structural Tank
 BV tasks & intrusive major inspection described as PORT LDHI STORAGE TANK located at CLV/FPSOH/COF/CHEM /HU-TR-7525A,FU Items
 VIE+NDT described as LUB OIL STORAGE TANK B located at CLV/FPSOH/CRS/EPWG /HU-TZ-0550B,Non Structural Tank
 VII described as STARBOARD LDHI STORAGE TANK located at CLV/FPSOH/COF/CHEM /HU-TR-7525B,FU Items
 VIE+NDT described as SRU CIP TANK located at CLV/FPSOT/WAT/WDEOX/TO-TZ-5340,Non Structural Tank
 VIE+UTC described as AUXILIARY HYDRAULIC UNIT A OIL TANK located at CLV/FPSOH/CRS/AIR  /HU-TZ-0750A,Non Structural Tank
 VIE+UTC described as AUXILIARY HYDRAULIC UNIT B OIL TANK located at CLV/FPSOH/CRS/AIR  /HU-TZ-0750B,Non Structural Tank
 VIE+UTC described as POWER UNIT A HYDRAULIC OIL TANK located at CLV/FPSOH/CRS/AIR  /HU-TZ-0780A,Non Structural Tank
 VIE described as POWER UNIT B HYDRAULIC OIL TANK located at CLV/FPSOH/CRS/AIR  /HU-TZ-0780B,Non Structural Tank
 VIE described as LP COMPRESSORS LUBE OIL RUN DOWN TANK located at CLV/FPSOT/GAS/COMP /TO-TZ-3110,Non Structural Tank
 VIE+UTC described as LUBE OIL TANK located at CLV/FPSOT/GAS/COMP /TO-TZ-3110-1,Non Structural Tank
 VIE+UTC described as HP1 COMPRESSOR A LUBE OIL RUN DOWN TANK located at CLV/FPSOT/GAS/COMP /TO-TZ-3130A,Non Structural Tank
 VIE+UTC described as HP1 COMPRESSOR B LUBE OIL RUN DOWN TANK located at CLV/FPSOT/GAS/COMP /TO-TZ-3130B,Non Structural Tank
 VIE+UTC described as HP COMPRESSORS A LUBE OIL RUN DOWN TANK located at CLV/FPSOT/GAS/COMP /TO-TZ-3140A,Non Structural Tank
 VIE+UTC described as HP COMPRESSORS B LUBE OIL RUN DOWN TANK located at CLV/FPSOT/GAS/COMP /TO-TZ-3140B,Non Structural Tank
 VIE+UTC described as OIL TANK A located at CLV/FPSOT/WAT/WATLF/TO-TZ-5010A,Non Structural Tank
 VIE+UTC described as OIL TANK B located at CLV/FPSOT/WAT/WATLF/TO-TZ-5010B,Non Structural Tank
 VIE+UTC described as OIL TANK C located at CLV/FPSOT/WAT/WATLF/TO-TZ-5010C,Non Structural Tank
 VIE+UTC described as OIL TANK D located at CLV/FPSOT/WAT/WATLF/TO-TZ-5010D,Non Structural Tank
 VIE+NDT described as SEAWATER BIOCIDE TANK located at CLV/FPSOT/COF/CHEM /TO-TZ-7508,Non Structural Tank
 VIE+NDT described as CORROSION INHIBITOR STORAGE TANK located at CLV/FPSOT/COF/CHEM /TO-TZ-7506,Non Structural Tank
 VIE+NDT described as ACID STORAGE TANK located at CLV/FPSOT/COF/CHEM /TO-TZ-7507,Non Structural Tank
 VII described as HYDROCHLORIC ACID WASHING TANK located at CLV/FPSOT/WAT/ELCL /TO-TZ-5206,Non Structural Tank
 VIE+NDT described as SLUDGE TANK A located at CLV/FPSOH/COF/FO   /HU-TZ-7170A,Non Structural Tank
 VIE+NDT described as SLUDGE TANK B located at CLV/FPSOH/COF/FO   /HU-TZ-7170B,Non Structural Tank
 VIE described as HELIDECK MONITOR SKID J FOAM TANK located at CLV/FPSOH/CRS/FWAT /HU-TZ-0121J,Non Structural Tank
 VIE+NDT described as PROCESS DEMULSIFIER 1 STORAGE TANK located at CLV/FPSOT/COF/CHEM /TO-TZ-7504A,Non Structural Tank
 VIE+NDT described as PROCESS DEMULSIFIER 2 STORAGE TANK located at CLV/FPSOT/COF/CHEM /TO-TZ-7504B,Non Structural Tank
 VIE described as HP2/HP3 COMP. B LUBE OIL RESERVOIR located at CLV/FPSOT/GAS/COMP /TO-TZ-3140B-1,Non Structural Tank
 VIE described as OIL TANK B located at CLV/FPSOH/WAT/WATLF/HU-TZ-5020B,Non Structural Tank
 VIE described as PORT RPS HPU DIESEL TANK located at CLV/FPSOH/COF/LIFT /HU-TZ-7811A,Non Structural Tank
 VIE+UTC described as HYDRAULIC OIL RESERVOIR located at CLV/BUOY /CRS/AIR  /OB-TR-0756,Non Structural Tank
 VIE+UTC described as OOL AUXILIARY WINCH HPU HYDRAULIC TANK located at CLV/BUOY /CRS/AIR  /OB-TZ-0755,Non Structural Tank
 VIE+UTC described as OOL AUXILIARY WINCH HPU DIESEL TANK located at CLV/BUOY /CRS/AIR  /OB-TZ-0756,Non Structural Tank
 VIE described as OIL TANK A located at CLV/FPSOH/WAT/WATLF/HU-TZ-5020A,Non Structural Tank
 VIE+NDT described as SEAWATER SCALE INHIBITOR 1 TANK located at CLV/FPSOT/COF/CHEM /TO-TZ-7509,Non Structural Tank
 VIE+NDT described as SEAWATER OXYGEN SCAVENGER 1 STORAGE TANK located at CLV/FPSOT/COF/CHEM /TO-TZ-7511A,Non Structural Tank
 VIE+NDT described as SEAWATER OXYGEN SCAVENGER 2 STORAGE TANK located at CLV/FPSOT/COF/CHEM /TO-TZ-7511B,Non Structural Tank
 VIE+NDT described as SEAWATER SCALE INHIBITOR 2 TANK located at CLV/FPSOT/COF/CHEM /TO-TZ-7512,Non Structural Tank
 VIE+NDT described as SEAWATER CORROSION INHIBITOR TANK located at CLV/FPSOT/COF/CHEM /TO-TZ-7513,Non Structural Tank
 VIE+NDT described as SPARE TANK located at CLV/FPSOT/COF/CHEM /TO-TZ-7514,Non Structural Tank
 VIE+NDT described as SUBSEA MULTIFUNCTION INHIB. 1 STORAGE TK located at CLV/FPSOT/COF/CHEM /TO-TZ-7515A,Non Structural Tank
 VIE+NDT described as SUBSEA MULTIFUNCTION INHIB. 2 STORAGE TK located at CLV/FPSOT/COF/CHEM /TO-TZ-7515B,Non Structural Tank
 Visual inspection of tertiary struc described as M115 STR Module HP1A & HP1B GAS COMP located at CLV/FPSOT/HSG/STRUC/M115,Structure
 Visual inspection of tertiary struc described as M116 Structural Module GLYCOL GENERATION located at CLV/FPSOT/HSG/STRUC/M116,Structure
 Visual inspection of tertiary struc described as M111 STR Module POWER GENERATION 1 A&B located at CLV/FPSOT/HSG/STRUC/M111,Structure
 VIE External inspection described as M121 Structural Module UTILITIES located at CLV/FPSOT/HSG/STRUC/M121,Structure
 VIE + UTC described as ESS CHILLED WATER EXPANSION VESSEL located at CLV/FPSOH/CRS/HVAC /HU-TX-092602,Pressure Vessel (VIE)
 VIE + UTC described as HV01 CHILLED WATER EXPANSION VESSEL located at CLV/FPSOT/CRS/HVAC /HU-TX-092603,Pressure Vessel (VIE)
 FI Visual Inspection of complete struct. described as Secondary structure of R146 Piperack located at CLV/FPSOT/HSG/STRUC/R146-SEC_STR,Structure
 FI Visual Inspection of complete struct. described as Secondary structure of R147 Piperack located at CLV/FPSOT/HSG/STRUC/R147-SEC_STR,Structure
 Visual inspection of tertiary struc described as M114 STR Module PANCAKE FOR WELL FLUIDS located at CLV/FPSOT/HSG/STRUC/M114,Structure
 VIE External inspection described as M123 Structural Module WATER INJECTION located at CLV/FPSOT/HSG/STRUC/M123,Structure
 Visual inspection of tertiary struc described as M125 STR Module LP1 & LP2 GAS COMP located at CLV/FPSOT/HSG/STRUC/M125,Structure
 Visual inspection of tertiary struc described as M112 STR Module POWER GENERATION 2 C&D located at CLV/FPSOT/HSG/STRUC/M112,Structure
 FI Visual Inspection of complete struct. described as M126 STR Module HP2A&B/3A & 3B GAS COMP located at CLV/FPSOT/HSG/STRUC/M126,Structure
 FI Visual Inspection of complete struct. described as Primary structure of TELECOM MAST located at CLV/FPSOA/HSG/STRUC/TELECOM_MAST-PRM_STR,Structure
 FI Visual Inspection of complete struct. described as M110 Structural Module PALLET LAYDOWN located at CLV/FPSOT/HSG/STRUC/M110,Structure
 FI Visual Inspection of complete struct. described as M120 Structural Module PALLET LAYDOWN located at CLV/FPSOT/HSG/STRUC/M120,Structure
 FI Visual Inspection of complete struct. described as Secondary structure of R144 Piperack located at CLV/FPSOT/HSG/STRUC/R144-SEC_STR,Structure
 General Visual Inspection described as Primary structure of HELIDECK module located at CLV/FPSOH/HSG/STRUC/HELID-DECK-PRM_STR,Structure
 FI Visual Inspection of complete struct. described as Secondary structure of R141 Piperack located at CLV/FPSOT/HSG/STRUC/R141-SEC_STR,Structure
 FI Visual Inspection of complete struct. described as Secondary structure of R142 Piperack located at CLV/FPSOT/HSG/STRUC/R142-SEC_STR,Structure
 FI Visual Inspection of complete struct. described as Structure of M131 Flare Area located at CLV/FPSOT/HSG/STRUC/M131,Structure
 FI Visual Inspection of complete struct. described as Secondary structure of R143 Piperack located at CLV/FPSOT/HSG/STRUC/R143-SEC_STR,Structure
 FI Visual Inspection of complete struct. described as Secondary structure of R145 Piperack located at CLV/FPSOT/HSG/STRUC/R145-SEC_STR,Structure
 FI Visual Inspection of complete struct. described as M151 Structural Module Flare Area located at CLV/FPSOT/HSG/STRUC/M151,Structure
 FI Visual Inspection of complete struct. described as M124 Structural Module SEPARATION located at CLV/FPSOT/HSG/STRUC/M124,Structure
 FI Visual Inspection of complete struct. described as M122 Structural Module WATER TREATMENT located at CLV/FPSOT/HSG/STRUC/M122,Structure
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/DEHYD/IPN-_HG-TO30-11-G49,Piping
 VIE described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/FLARE/IPN-_HG-TO36-62-B03,Piping
 VIE described as Closed drain piping group located at CLV/FPSOT/OIL/DRAIN/IPN-_CD-TO28-25-F49,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/COMP /IPN-_HG-TO31-47-H23,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/EXP  /IPN-_HG-TO35-48-J21S,Piping
 VIE described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/FLARE/IPN-_HG-TO36-64-B03,Piping
 VIE described as Closed drain piping group located at CLV/FPSOT/OIL/DRAIN/IPN-_CD-TO28-26-B01,Piping
 VIE described as Subsea inhibitor piping group located at CLV/FPSOT/COF/CHEM /IPN-_MI-TO75-01-_50,Piping
 VIE+NDT described as Hydrocarbon liquid piping group located at CLV/FPSOT/EXT/EWELL/IPN-_HL-TO10-01-D03,Piping
 VIE+NDT described as Hydrocarbon liquid piping group located at CLV/FPSOT/GAS/COMP /IPN-_HL-TO31-45-H23,Piping
 VIE+NDT described as Hydrocarbon liquid piping group located at CLV/FPSOT/GAS/COMP /IPN-_HL-TO31-47-H23,Piping
 VIE+NDT described as Closed drain piping group located at CLV/FPSOT/OIL/DRAIN/IPN-_CD-TO28-16-F49,Piping
 VIE+NDT described as Service air piping group located at CLV/FPSOH/CRS/AIR  /IPN-_SA-HU07-01-_49,Piping
 VIE+NDT described as Closed drain piping group located at CLV/FPSOH/OIL/DRAIN/IPN-_CD-HU28-01-_03,Piping
 VIE described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/FLARE/IPN-_HG-TO36-66-B03,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/COMP /IPN-_HG-TO31-18-H23N,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/EXT/MSEP /IPN-_HG-TO11-02-D49,Piping
 VIE+NDT described as Lube oil piping group located at CLV/FPSOH/COF/HTOIL/IPN-_LO-HU73-01-_49,Piping
 VIE+NDT described as Methanol piping group located at CLV/FPSOT/COF/CHEM /IPN-_ME-TO75-03-_49,Piping
 VIE+NDT described as Closed drain piping group located at CLV/FPSOT/OIL/DRAIN/IPN-_CD-TO28-11-D49,Piping
 VIE described as Biocide piping group located at CLV/FPSOH/COF/CHEM /IPN-_BI-HU75-02-_03,Piping
 VIE+NDT described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/COMP /IPN-_HG-TO31-33-H21N,Piping
 VIE+NDT described as Methanol piping group located at CLV/FPSOT/COF/CHEM /IPN-_ME-TO75-02-_03,Piping
 VIE+NDT described as High pressure flare piping group located at CLV/FPSOT/GAS/FLARE/IPN-_FH-TO36-17-J45,Piping
 VIE+NDT described as Closed drain piping group located at CLV/FPSOT/OIL/DRAIN/IPN-_CD-TO28-12-D49,Piping
 VIE+NDT described as Closed drain piping group located at CLV/FPSOT/OIL/DRAIN/IPN-_CD-TO28-31-F49,Piping
 VIE described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/DEHYD/IPN-_HG-TO30-14-F01N,Piping
 VIE+NDT described as Closed drain piping group located at CLV/FPSOT/OIL/DRAIN/IPN-_CD-TO28-02-F03,Piping
